feature1,feature2,v1,v2,vC,main_effect_cross_predictability,main_effect_cov,pure_interactions
residual_sugar,fixed_acidity,0.009737308255780302,0.00462967978321163,0.0,0.001138692290863409,0.0018093821323514577,0.011161373493540147
residual_sugar,volatile_acidity,0.009737308255780302,0.07986769753274967,0.0,-0.012725908522745664,0.037951425025833055,0.014141750635038135
residual_sugar,citric_acid,0.009737308255780302,0.0958921330337543,0.0,0.005098478417911096,0.006555515887870935,0.019615636245653642
residual_sugar,chlorides,0.009737308255780302,0.08031857722948146,0.0,-0.002187518645684045,0.02418050161420887,0.004674754513696911
residual_sugar,free_sulfur_dioxide,0.009737308255780302,0.05624366851634442,0.0,0.000599255251115662,0.014397919038605048,0.01346306666118443
residual_sugar,total_sulfur_dioxide,0.009737308255780302,0.036293326982352395,0.0,0.005640485675010171,0.0013959544807415991,0.011205144436332947
residual_sugar,density,0.009737308255780302,0.10927816652450277,0.0,-0.062076152827239064,0.10373514191131439,0.009853021624100816
residual_sugar,pH,0.009737308255780302,0.006580715361571443,0.0,-0.0007572763231814296,-8.942862469007392e-05,0.00909476416400601
residual_sugar,sulphates,0.009737308255780302,-0.004917853390335899,0.0,-0.0015110202858205333,-0.0006640194127575303,0.025720373202803504
residual_sugar,fixed_acidity,0.021449034697640174,-0.002398041198985681,0.0,-0.00669006231783213,0.0028888377672535805,0.0030793299772064187
residual_sugar,volatile_acidity,0.021449034697640174,0.0917487669836678,0.0,-0.02949859127288791,0.044973100396486,0.028587108007932297
residual_sugar,citric_acid,0.021449034697640174,0.05495115767588553,0.0,-0.011451704991819385,0.010800364418799812,0.009896106268483158
residual_sugar,chlorides,0.021449034697640174,0.05066730404073613,0.0,-0.033014617753899377,0.03484191784697677,0.01771367154856816
residual_sugar,free_sulfur_dioxide,0.021449034697640174,0.05467531500306756,0.0,-0.014504459264303748,0.01258665636563662,0.012615329618390196
residual_sugar,total_sulfur_dioxide,0.021449034697640174,0.055773807172428316,0.0,-0.0053157271387801654,0.002670676973152987,0.014378491132795256
residual_sugar,density,0.021449034697640174,0.09532262388228006,0.0,-0.12234045705934689,0.1628465483757931,0.014740505801871773
residual_sugar,pH,0.021449034697640174,-0.0009288780602599716,0.0,-0.002837868478899985,-0.00045049270864125254,0.006656102418519806
residual_sugar,sulphates,0.021449034697640174,0.04577761312541818,0.0,0.005592635401048562,0.0015875035505441644,0.0018473432372084113
residual_sugar,fixed_acidity,0.0266694206286189,0.0024882885941694254,0.0,-0.01185677242007573,0.004427066621599943,0.019970315664245862
residual_sugar,volatile_acidity,0.0266694206286189,0.058192893982090474,0.0,-0.03789062806394549,0.04795426655259602,0.03307584655499212
residual_sugar,citric_acid,0.0266694206286189,0.08174953748742592,0.0,-0.007223465104880317,0.010114645897819654,0.017986315332803517
residual_sugar,chlorides,0.0266694206286189,0.08985370917357005,0.0,-0.0287705257074559,0.03569786396166474,0.02269411141302335
