feature1,feature2,v1,v2,vC,main_effect_cross_predictability,main_effect_cov,pure_interactions
citric_acid,fixed_acidity,0.06906268031857697,-0.007903534826402794,0.0,-0.005580956130931374,0.010013474679273932,0.004353566197177737
citric_acid,volatile_acidity,0.06906268031857697,0.06423131789854652,0.0,-0.010649316851749593,-0.026697885958792834,0.005431951313676572
citric_acid,residual_sugar,0.06906268031857697,0.033031255829510206,0.0,-0.001095422047345995,0.0027448023400047272,0.009848849414901974
citric_acid,chlorides,0.06906268031857697,0.1014353809913766,0.0,-0.015095546375455505,-0.021848416897290522,0.014769597489858005
citric_acid,free_sulfur_dioxide,0.06906268031857697,0.06095184717664447,0.0,-0.0019062268341583778,-0.011846043060216756,0.00715821017097911
citric_acid,total_sulfur_dioxide,0.06906268031857697,0.03256849143302982,0.0,-0.011198914290936597,0.005136643510846783,0.006126100760533544
citric_acid,density,0.06906268031857697,0.14894238023389025,0.0,-0.014483061182439253,-0.02734571541755241,0.01257690940632515
citric_acid,pH,0.06906268031857697,0.006637734418532295,0.0,-0.006750776019701065,0.011087163710016435,0.01277479304010126
citric_acid,sulphates,0.06906268031857697,0.021188562292707318,0.0,-0.0065924917354002405,0.005470033092079069,0.0077675946470328015
citric_acid,fixed_acidity,0.0658449321718078,0.01643692116215266,0.0,0.002894649804152735,0.0003753019429113956,0.012559539771732398
citric_acid,volatile_acidity,0.0658449321718078,0.08643388849697127,0.0,-0.02178443370728027,-0.020859733507884063,0.004978275046159689
citric_acid,residual_sugar,0.0658449321718078,0.02268653053410271,0.0,-0.006622945115289715,0.006405433291981073,0.014245038560442059
citric_acid,chlorides,0.0658449321718078,0.10062308567011233,0.0,-0.009745594739448853,-0.024945878999533547,0.021576467451426093
citric_acid,free_sulfur_dioxide,0.0658449321718078,0.031126819301476105,0.0,0.005197864349873659,-0.0147932619559143,0.01282088540662537
citric_acid,total_sulfur_dioxide,0.0658449321718078,0.04601078118999233,0.0,-0.008902941740582029,0.007445864259058032,0.008537928153468585
citric_acid,density,0.0658449321718078,0.10906368785239179,0.0,-0.002469239768625516,-0.0270693135920005,0.01696988097331506
citric_acid,pH,0.0658449321718078,0.00040699361264818877,0.0,-0.0016002458475559147,0.011045693639437887,0.009132389123299159
citric_acid,sulphates,0.0658449321718078,0.027405452102663538,0.0,0.0005395480126829474,0.004756706461507788,0.009583350944648355
citric_acid,fixed_acidity,0.04932743743710801,0.032011617399090406,0.0,-0.003586570891663777,0.012177904387895804,0.0017095574368135623
citric_acid,volatile_acidity,0.04932743743710801,0.05051497414040464,0.0,-0.0006882389231807692,-0.019142966076824613,0.009586282417989596
citric_acid,residual_sugar,0.04932743743710801,0.006430875810265642,0.0,-0.001818528602628821,0.00841650628492638,0.01561375080848166
citric_acid,chlorides,0.04932743743710801,0.10004501440869792,0.0,-0.010736600237284443,-0.019708594695367346,0.006269101957351534
citric_acid,free_sulfur_dioxide,0.04932743743710801,0.0493597883342253,0.0,-0.0066780384728099395,-0.012966926954733345,0.01388419649287584
citric_acid,total_sulfur_dioxide,0.04932743743710801,0.03954881281418254,0.0,-0.017641110519416414,0.001808792696351295,0.0068059475240003645
citric_acid,density,0.04932743743710801,0.12718012823756397,0.0,-0.007760188308530178,-0.019469083629183797,0.0035099417402784717
citric_acid,pH,0.04932743743710801,0.004348252654416254,0.0,-0.006533886243331793,0.007758867224290253,0.007149476350811196
citric_acid,sulphates,0.04932743743710801,0.030595510420620517,0.0,-0.00034549929468705387,0.007584615930791072,0.00814620071287166
citric_acid,fixed_acidity,0.03210567735240367,-0.0002752593396172174,0.0,-0.007144484827910388,0.006528546565762248,0.012122137314086592
citric_acid,volatile_acidity,0.03210567735240367,0.04980222660551212,0.0,0.011407011224021778,-0.03249445680339055,0.010698600210303732
citric_acid,residual_sugar,0.03210567735240367,0.012683641422200947,0.0,-0.011212198259211003,0.012220268230188758,0.00376604676729513
citric_acid,chlorides,0.03210567735240367,0.07834373539708923,0.0,0.0073611802773640295,-0.02745060561537889,0.019343119301104834
citric_acid,free_sulfur_dioxide,0.03210567735240367,0.01630658984545323,0.0,0.007563300107631045,-0.018170214222953333,0.01201431801081052
citric_acid,total_sulfur_dioxide,0.03210567735240367,0.03629515473253829,0.0,-0.0016946604043011355,0.002875490341680159,-0.0029840482234078165
citric_acid,density,0.03210567735240367,0.1022570935314014,0.0,0.005508149190177421,-0.024828962826908663,0.01292941619344323
citric_acid,pH,0.03210567735240367,0.00019614556270635504,0.0,-0.009687270378109968,0.01558409718358604,0.014575380237802901
citric_acid,sulphates,0.03210567735240367,0.006402512122211978,0.0,-0.005177303276656598,0.009165417072962413,0.02002996452613986
citric_acid,fixed_acidity,0.06608843924023235,0.008023073159022473,0.0,-0.001037683893918855,0.008601083162552889,0.015360020531331755
citric_acid,volatile_acidity,0.06608843924023235,0.07909823796746902,0.0,-0.016832701435459535,-0.02405670485864757,-0.0045652858866336065
citric_acid,residual_sugar,0.06608843924023235,0.031179899392175674,0.0,-0.003529326178267794,0.006879974141164911,0.009685483686783267
citric_acid,chlorides,0.06608843924023235,0.08932640882750262,0.0,-0.0016366103896672112,-0.023187643477205946,0.03055529067956352
citric_acid,free_sulfur_dioxide,0.06608843924023235,0.03536782637037565,0.0,-0.0024076764207092752,-0.011887912345269817,0.012392907556970704
citric_acid,total_sulfur_dioxide,0.06608843924023235,0.057492343086058086,0.0,-0.004529507938066773,-0.003858606705230104,0.01563132833623371
citric_acid,density,0.06608843924023235,0.16400919710783818,0.0,-0.008048395135156873,-0.02491472440557755,0.011263341376921393
citric_acid,pH,0.06608843924023235,0.007115147162826428,0.0,-0.013144707063327776,0.012146858823632676,0.016405768742490657
citric_acid,sulphates,0.06608843924023235,0.03714624006594799,0.0,-0.0049430784877706494,0.009379995878553175,0.0020844845794205464
citric_acid,fixed_acidity,0.09719610636891281,0.015422410150355432,0.0,-0.0007110887234774466,0.00538850303472837,0.005201947269948067
citric_acid,volatile_acidity,0.09719610636891281,0.1098532709553905,0.0,-0.040940017277468134,-0.019761282453026163,-0.0003006291183199634
citric_acid,residual_sugar,0.09719610636891281,0.02925864018469173,0.0,0.00038604660268406056,0.008500692346592146,0.005201268308061659
citric_acid,chlorides,0.09719610636891281,0.10280002599629257,0.0,-0.023262619275799482,-0.022208463421556305,0.017471510026158467
citric_acid,free_sulfur_dioxide,0.09719610636891281,0.05465341688484773,0.0,-0.006203080422990029,-0.01383345757858555,0.008648821469051009
citric_acid,total_sulfur_dioxide,0.09719610636891281,0.08003371191759967,0.0,-0.01797002090748505,0.0022289767408045402,0.009693010103151389
citric_acid,density,0.09719610636891281,0.16577633211129744,0.0,-0.024367369620557345,-0.022067219502617585,0.008600238669842492
citric_acid,pH,0.09719610636891281,0.0006582788242290923,0.0,-0.003649085042788341,0.01015500657757569,0.010193959791014449
citric_acid,sulphates,0.09719610636891281,0.022193636296974645,0.0,0.00030025906081705407,0.0032922254311875563,0.00794636674152881
citric_acid,fixed_acidity,0.07224011262820168,0.015742401666451356,0.0,-0.0017277803651219413,0.007616618487330723,0.010737194943011213
citric_acid,volatile_acidity,0.07224011262820168,0.06574576105341927,0.0,-0.023992544430139498,-0.022787906513376723,0.0016892004108595936
citric_acid,residual_sugar,0.07224011262820168,0.01616775352277731,0.0,-0.00788202814796439,0.004515814954961194,0.021638410925982954
citric_acid,chlorides,0.07224011262820168,0.07479431040850835,0.0,-0.01159029746218709,-0.016950357894843802,0.015541228994416715
citric_acid,free_sulfur_dioxide,0.07224011262820168,0.04952948087073114,0.0,-0.010582065418387188,-0.009047692529771908,0.004667136053598667
citric_acid,total_sulfur_dioxide,0.07224011262820168,0.035949585712201186,0.0,-0.010410801019403422,0.00252178361521941,0.011645369726375481
citric_acid,density,0.07224011262820168,0.1286847957234094,0.0,-0.008430097865825395,-0.01782715159811732,0.014162230831954406
citric_acid,pH,0.07224011262820168,0.007101137732742273,0.0,-0.008222852581216184,0.010020060818107699,0.023610952423115093
citric_acid,sulphates,0.07224011262820168,0.02859496911167272,0.0,-0.005769960998009318,0.0024224864256477785,0.01414888898665263
citric_acid,fixed_acidity,0.07561571393178808,0.015380720005783104,0.0,0.0020464501277125853,0.005422168388031586,0.017585611988946866
citric_acid,volatile_acidity,0.07561571393178808,0.04631675895714297,0.0,-0.020200439771225775,-0.022026085406558853,0.006944944566872266
citric_acid,residual_sugar,0.07561571393178808,0.035063250438223066,0.0,-0.004272065137095961,0.005966348658045551,0.020849553486006988
citric_acid,chlorides,0.07561571393178808,0.09875717947241605,0.0,-0.011225665812744723,-0.022742623138055133,0.01803804352618441
citric_acid,free_sulfur_dioxide,0.07561571393178808,0.030376276152076734,0.0,-0.005328641754244133,-0.00995880913273014,0.014936927291432816
citric_acid,total_sulfur_dioxide,0.07561571393178808,0.02571203556965836,0.0,-0.00413137271586108,0.0014326562443627434,0.01229418242454645
citric_acid,density,0.07561571393178808,0.13477022282583823,0.0,-0.012564283170585498,-0.022079191778181743,0.0129128268228567
citric_acid,pH,0.07561571393178808,0.0016912120149912395,0.0,-0.0005896865023438417,0.008393766947038401,0.005349154800343159
citric_acid,sulphates,0.07561571393178808,0.022107557856010512,0.0,0.006711634763126248,0.004763760543315361,0.010256278829651733
citric_acid,fixed_acidity,0.06446921681800051,0.017573670226202924,0.0,-0.0008614856995419064,0.010492908928140017,0.002690276124104495
